area_code_per_principal_codes_website,JACS_3.0_subject_area,principal_code,JACS_3.0_principal_subject,area_code_per_detailed_codes_website,area_per_detailed_codes_website,detailed_code,JACS_3.0_detailed_subject,flatJACS_3.0_detailed_subject
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W345,Opera,Opera
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W346,Sacred music,Sacred music
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W350,Musicology,Musicology
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W351,Ethnomusicology/world music,Ethnomusicology/world music
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W352,Community music,Community music
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W353,Music & gender,Music & gender
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W354,"Philosophy, aesthetics & criticism of music","Philosophy, aesthetics & criticism of music"
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W355,Music psychology,Music psychology
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W356,Music theory & analysis,Music theory & analysis
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W357,Sociology of music,Sociology of music
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W360,Musical instrument history,Musical instrument history
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W370,Music technology & industry,Music technology & industry
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W371,Sound design/commercial music recording,Sound design/commercial music recording
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W372,Creative music technology,Creative music technology
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W373,Electro-acoustic studies,Electro-acoustic studies
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W374,Music production,Music production
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W375,Music management/music industry management/arts management,Music management/music industry management/arts management
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W376,Music marketing,Music marketing
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W380,Composition,Composition
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W381,Electracoustic composition/acousmatic composition,Electracoustic composition/acousmatic composition
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W382,Sonic arts,Sonic arts
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W383,Electronic music,Electronic music
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W384,Applied music/musicianship,Applied music/musicianship
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W385,Commercial music composition,Commercial music composition
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W386,Multimedia music composition,Multimedia music composition
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W387,Jazz composition,Jazz composition
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W388,Popular music composition,Popular music composition
H,Creative arts & design,W3,Music,W,Creative Arts and Design,W390,Music not elsewhere classified,Music not elsewhere classified
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W400,Drama,Drama
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W410,Acting,Acting
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W420,Directing for theatre,Directing for theatre
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W430,Producing for theatre,Producing for theatre
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W440,Theatre studies,Theatre studies
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W441,Theatre & professional practice,Theatre & professional practice
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W442,Contemporary theatre,Contemporary theatre
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W443,Technical arts & special effects for theatre,Technical arts & special effects for theatre
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W450,Stage management,Stage management
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W451,Theatrical wardrobe design,Theatrical wardrobe design
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W452,Theatrical make-up,Theatrical make-up
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W453,Technical stage management,Technical stage management
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W460,Theatre design,Theatre design
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W461,Stage design,Stage design
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W470,Performance & live arts,Performance & live arts
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W471,European/world theatre arts,European/world theatre arts
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W472,Circus arts,Circus arts
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W473,Community theatre,Community theatre
H,Creative arts & design,W4,Drama,W,Creative Arts and Design,W490,Drama not elsewhere classified,Drama not elsewhere classified
H,Creative arts & design,W5,Dance,W,Creative Arts and Design,W500,Dance,Dance
H,Creative arts & design,W5,Dance,W,Creative Arts and Design,W510,Choreography,Choreography
H,Creative arts & design,W5,Dance,W,Creative Arts and Design,W520,Body awareness,Body awareness
H,Creative arts & design,W5,Dance,W,Creative Arts and Design,W530,History of dance,History of dance
H,Creative arts & design,W5,Dance,W,Creative Arts and Design,W531,Dance & culture,Dance & culture
H,Creative arts & design,W5,Dance,W,Creative Arts and Design,W532,Community dance,Community dance
H,Creative arts & design,W5,Dance,W,Creative Arts and Design,W540,Types of dance,Types of dance
H,Creative arts & design,W5,Dance,W,Creative Arts and Design,W541,Ballet,Ballet
H,Creative arts & design,W5,Dance,W,Creative Arts and Design,W542,Dance theatre,Dance theatre
H,Creative arts & design,W5,Dance,W,Creative Arts and Design,W543,Contemporary dance,Contemporary dance
H,Creative arts & design,W5,Dance,W,Creative Arts and Design,W544,Jazz dance,Jazz dance
H,Creative arts & design,W5,Dance,W,Creative Arts and Design,W550,Dance performance,Dance performance
H,Creative arts & design,W5,Dance,W,Creative Arts and Design,W590,Dance not elsewhere classified,Dance not elsewhere classified
H,Creative arts & design,W6,Cinematics & photography,W,Creative Arts and Design,W600,Cinematics & photography,Cinematics & photography
H,Creative arts & design,W6,Cinematics & photography,W,Creative Arts and Design,W610,Moving image techniques,Moving image techniques
H,Creative arts & design,W6,Cinematics & photography,W,Creative Arts and Design,W611,Directing motion pictures,Directing motion pictures
H,Creative arts & design,W6,Cinematics & photography,W,Creative Arts and Design,W612,Producing motion pictures,Producing motion pictures
H,Creative arts & design,W6,Cinematics & photography,W,Creative Arts and Design,W613,Film & sound recording,Film & sound recording
H,Creative arts & design,W6,Cinematics & photography,W,Creative Arts and Design,W614,Visual & audio effects,Visual & audio effects
H,Creative arts & design,W6,Cinematics & photography,W,Creative Arts and Design,W615,Animation techniques,Animation techniques
H,Creative arts & design,W6,Cinematics & photography,W,Creative Arts and Design,W620,Cinematography,Cinematography
H,Creative arts & design,W6,Cinematics & photography,W,Creative Arts and Design,W630,History of cinematics & photography,History of cinematics & photography
H,Creative arts & design,W6,Cinematics & photography,W,Creative Arts and Design,W631,History of cinematics,History of cinematics
H,Creative arts & design,W6,Cinematics & photography,W,Creative Arts and Design,W632,History of photography,History of photography
